session_id,A1_math_expertise_concept_accuracy,A1_math_expertise_curriculum_hierarchy,A1_math_expertise_terminology_appropriateness,A1_math_expertise_problem_direction_specificity,A1_math_expertise_total,A2_question_structure_question_singularity,A2_question_structure_condition_completeness,A2_question_structure_sentence_logic,A2_question_structure_intent_clarity,A2_question_structure_total,A3_learning_context_current_stage_description,A3_learning_context_prior_learning_mention,A3_learning_context_difficulty_specification,A3_learning_context_learning_goal_presentation,A3_learning_context_total,B1_learner_customization_level_based_approach,B1_learner_customization_prior_knowledge_connection,B1_learner_customization_difficulty_adjustment,B1_learner_customization_personalized_feedback,B1_learner_customization_total,B2_explanation_systematicity_concept_hierarchy,B2_explanation_systematicity_stepwise_logic,B2_explanation_systematicity_key_emphasis,B2_explanation_systematicity_example_appropriateness,B2_explanation_systematicity_total,B3_learning_expandability_advanced_direction,B3_learning_expandability_application_connection,B3_learning_expandability_misconception_correction,B3_learning_expandability_self_directed_induction,B3_learning_expandability_total,C1_dialogue_coherence_goal_centered_consistency,C1_dialogue_coherence_context_reference,C1_dialogue_coherence_topic_continuity,C1_dialogue_coherence_previous_turn_connection,C1_dialogue_coherence_total,C2_learning_support_thinking_process_induction,C2_learning_support_understanding_check,C2_learning_support_metacognitive_promotion,C2_learning_support_deep_thinking_guidance,C2_learning_support_total,overall_score
58,1.0,0.0,1.0,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.0,0.0,1.0,1.6666666666666667,21.0
60,1.0,0.0,1.0,0.0,2.0,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,2.6666666666666665,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,15.666666666666666
61,1.0,0.0,1.0,1.0,3.0,1.0,0.6666666666666666,0.3333333333333333,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.3333333333333333,1.0,2.6666666666666665,22.333333333333332
64,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,6.666666666666667
65,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,3.3333333333333335
66,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,5.666666666666667
72,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,9.0
73,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.6666666666666666,1.0,3.0,24.0
74,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,3.3333333333333335,1.0,1.0,1.0,0.6666666666666666,3.6666666666666665,0.0,0.0,1.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.3333333333333333,1.0,2.3333333333333335,22.666666666666668
79,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,17.666666666666668
81,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,17.333333333333332
83,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,2.0,1.0,1.0,0.6666666666666666,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.3333333333333333,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,3.6666666666666665,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,18.333333333333332
91,1.0,0.0,1.0,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,20.0
94,1.0,0.0,1.0,0.0,2.0,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,16.333333333333332
95,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,14.0
96,0.6666666666666666,0.0,0.6666666666666666,1.0,2.3333333333333335,1.0,0.6666666666666666,0.6666666666666666,1.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,16.0
97,1.0,0.0,1.0,0.0,2.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,7.333333333333333
98,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,2.3333333333333335
111,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.0,1.0,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.3333333333333333,1.0,2.6666666666666665,24.0
123,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,23.666666666666668
127,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.6666666666666666,1.0,3.6666666666666665,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.3333333333333333,19.666666666666668
128,1.0,0.0,1.0,1.0,3.0,0.6666666666666666,1.0,1.0,0.6666666666666666,3.3333333333333335,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,1.6666666666666667,1.0,0.0,0.0,0.0,1.0,10.666666666666666
130,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,17.333333333333332
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,3.3333333333333335
134,1.0,0.0,1.0,1.0,3.0,0.6666666666666666,1.0,1.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,18.333333333333332
138,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,16.0
142,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.0,0.6666666666666666,1.0,3.6666666666666665,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.0,1.0,0.6666666666666666,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.3333333333333333,0.6666666666666666,3.0,23.666666666666668
143,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.3333333333333333,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,2.3333333333333335,24.0
144,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.0,0.6666666666666666,1.0,3.6666666666666665,0.3333333333333333,0.0,1.0,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,1.0,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.0,0.0,1.0,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,1.0,1.0,0.6666666666666666,1.0,3.6666666666666665,23.333333333333332
147,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,3.0,1.0,1.0,1.0,0.6666666666666666,3.6666666666666665,0.0,0.0,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.3333333333333333,1.0,3.3333333333333335,23.666666666666668
148,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.6666666666666666,3.6666666666666665,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.0,0.6666666666666666,2.0,21.0
151,0.6666666666666666,0.0,1.0,1.0,2.6666666666666665,1.0,1.0,0.3333333333333333,1.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.0,0.6666666666666666,2.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,0.0,0.0,1.0,1.0,15.666666666666666
156,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.6666666666666666,3.6666666666666665,1.0,1.0,1.0,0.3333333333333333,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,1.0,0.6666666666666666,3.0,0.6666666666666666,1.0,0.6666666666666666,1.0,3.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,1.0,3.0,28.333333333333332
157,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,0.6666666666666666,0.0,0.0,1.0,1.6666666666666667,21.666666666666668
162,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,24.0
163,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.3333333333333333,1.0,3.3333333333333335,23.333333333333332
167,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,20.333333333333332
169,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.6666666666666666,1.0,3.6666666666666665,0.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.3333333333333333,21.333333333333332
170,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.6666666666666666,1.0,3.6666666666666665,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.6666666666666665,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,21.333333333333332
171,0.6666666666666666,0.0,1.0,1.0,2.6666666666666665,0.3333333333333333,1.0,0.6666666666666666,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.6666666666666666,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,19.0
173,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,18.666666666666668
176,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,1.0,3.3333333333333335,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,22.0
177,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,1.0,0.0,1.0,1.0,3.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,20.0
178,1.0,0.0,1.0,1.0,3.0,1.0,0.3333333333333333,1.0,1.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.3333333333333333,18.666666666666668
180,2.3333333333333335,,,,10.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.666666666666668
